session_id,s3_location,file_match,num_file_matches,asset_type_match,num_asset_type_matches
multiplane-ophys_762819_2024-12-18_08-56-38,s3://aind-private-data-prod-o5171v/multiplane-ophys_762819_2024-12-18_08-56-38,False,0,False,0
multiplane-ophys_746542_2024-11-19_10-55-16,s3://aind-private-data-prod-o5171v/multiplane-ophys_746542_2024-11-19_10-55-16,False,0,False,0
multiplane-ophys_753906_2025-01-30_11-20-04,s3://aind-private-data-prod-o5171v/multiplane-ophys_753906_2025-01-30_11-20-04,False,0,False,0
multiplane-ophys_740659_2024-10-23_11-48-20,s3://aind-private-data-prod-o5171v/multiplane-ophys_740659_2024-10-23_11-48-20,False,0,False,0
multiplane-ophys_739564_2024-08-27_11-53-33,s3://aind-private-data-prod-o5171v/multiplane-ophys_739564_2024-08-27_11-53-33,True,1,False,0
multiplane-ophys_739564_2024-09-17_12-13-04,s3://aind-private-data-prod-o5171v/multiplane-ophys_739564_2024-09-17_12-13-04,False,0,False,0
multiplane-ophys_739564_2024-09-19_14-27-30,s3://aind-private-data-prod-o5171v/multiplane-ophys_739564_2024-09-19_14-27-30,False,0,False,0
multiplane-ophys_739564_2024-09-20_13-54-16,s3://aind-private-data-prod-o5171v/multiplane-ophys_739564_2024-09-20_13-54-16,False,0,False,0
multiplane-ophys_739564_2024-09-23_14-11-11,s3://aind-private-data-prod-o5171v/multiplane-ophys_739564_2024-09-23_14-11-11,True,1,False,0
multiplane-ophys_739564_2024-09-24_12-02-27,s3://aind-private-data-prod-o5171v/multiplane-ophys_739564_2024-09-24_12-02-27,True,1,False,0
multiplane-ophys_739564_2024-09-25_12-47-44,s3://aind-private-data-prod-o5171v/multiplane-ophys_739564_2024-09-25_12-47-44,True,1,False,0
multiplane-ophys_499478_2020-02-21_01-10-00,,False,0,False,0
multiplane-ophys_499478_2020-02-21_10-25-33,,False,0,False,0
multiplane-ophys_499478_2020-02-24_01-18-00,,False,0,False,0
multiplane-ophys_499478_2020-02-24_10-36-18,,False,0,False,0
multiplane-ophys_499478_2020-02-26_01-28-00,,False,0,False,0
multiplane-ophys_499478_2020-02-27_01-39-00,,False,0,False,0
multiplane-ophys_499478_2020-02-27_10-54-49,,False,0,False,0
multiplane-ophys_499478_2020-03-03_01-25-00,,False,0,False,0
multiplane-ophys_499478_2020-03-03_10-41-51,,False,0,False,0
multiplane-ophys_570949_2021-06-15_01-43-00,,False,0,False,0
multiplane-ophys_570949_2021-06-15_09-59-24,,False,0,False,0
multiplane-ophys_570949_2021-06-16_01-36-00,,False,0,False,0
multiplane-ophys_570949_2021-06-22_02-06-00,,False,0,False,0
multiplane-ophys_570949_2021-06-22_10-21-34,,False,0,False,0
multiplane-ophys_754803_2024-12-11_12-23-13,s3://aind-private-data-prod-o5171v/multiplane-ophys_754803_2024-12-11_12-23-13,True,1,False,0
multiplane-ophys_741866_2024-09-17_09-28-38,s3://aind-private-data-prod-o5171v/multiplane-ophys_741866_2024-09-17_09-28-38,False,0,False,0
multiplane-ophys_741866_2024-09-18_09-46-53,s3://aind-private-data-prod-o5171v/multiplane-ophys_741866_2024-09-18_09-46-53,False,0,False,0
multiplane-ophys_741866_2024-09-20_09-19-38,s3://aind-private-data-prod-o5171v/multiplane-ophys_741866_2024-09-20_09-19-38,False,0,False,0
multiplane-ophys_741866_2024-09-23_09-25-20,s3://aind-private-data-prod-o5171v/multiplane-ophys_741866_2024-09-23_09-25-20,False,0,False,0
multiplane-ophys_741866_2024-09-27_09-06-49,s3://aind-private-data-prod-o5171v/multiplane-ophys_741866_2024-09-27_09-06-49,True,1,False,0
multiplane-ophys_741865_2024-08-14_09-40-53,s3://aind-private-data-prod-o5171v/multiplane-ophys_741865_2024-08-14_09-40-53,True,1,False,0
multiplane-ophys_741865_2024-08-20_09-27-09,s3://aind-private-data-prod-o5171v/multiplane-ophys_741865_2024-08-20_09-27-09,False,0,False,0
multiplane-ophys_741865_2024-09-04_09-28-30,s3://aind-private-data-prod-o5171v/multiplane-ophys_741865_2024-09-04_09-28-30,False,0,False,0
multiplane-ophys_741865_2024-09-05_09-09-30,s3://aind-private-data-prod-o5171v/multiplane-ophys_741865_2024-09-05_09-09-30,False,0,False,0
multiplane-ophys_741865_2024-09-06_09-29-21,s3://aind-private-data-prod-o5171v/multiplane-ophys_741865_2024-09-06_09-29-21,False,0,False,0
multiplane-ophys_741865_2024-09-10_09-38-57,s3://aind-private-data-prod-o5171v/multiplane-ophys_741865_2024-09-10_09-38-57,False,0,False,0
multiplane-ophys_741865_2024-09-13_09-52-11,s3://aind-private-data-prod-o5171v/multiplane-ophys_741865_2024-09-13_09-52-11,False,0,False,0
multiplane-ophys_741865_2024-09-16_09-20-21,s3://aind-private-data-prod-o5171v/multiplane-ophys_741865_2024-09-16_09-20-21,False,0,False,0
multiplane-ophys_740066_2024-09-19_11-55-46,s3://aind-private-data-prod-o5171v/multiplane-ophys_740066_2024-09-19_11-55-46,False,0,False,0
multiplane-ophys_740066_2024-09-23_09-32-31,s3://aind-private-data-prod-o5171v/multiplane-ophys_740066_2024-09-23_09-32-31,False,0,False,0
multiplane-ophys_740066_2024-09-26_09-13-55,s3://aind-private-data-prod-o5171v/multiplane-ophys_740066_2024-09-26_09-13-55,False,0,False,0
multiplane-ophys_759732_2024-12-12_13-47-34,s3://aind-private-data-prod-o5171v/multiplane-ophys_759732_2024-12-12_13-47-34,True,1,False,0
multiplane-ophys_759732_2024-12-16_14-14-45,s3://aind-private-data-prod-o5171v/multiplane-ophys_759732_2024-12-16_14-14-45,False,0,False,0
multiplane-ophys_749011_2024-11-22_14-26-48,s3://aind-private-data-prod-o5171v/multiplane-ophys_749011_2024-11-22_14-26-48,False,0,False,0
multiplane-ophys_749011_2024-11-26_11-46-45,s3://aind-private-data-prod-o5171v/multiplane-ophys_749011_2024-11-26_11-46-45,False,0,False,0
multiplane-ophys_749011_2024-12-03_11-51-19,s3://aind-private-data-prod-o5171v/multiplane-ophys_749011_2024-12-03_11-51-19,False,0,False,0
multiplane-ophys_749011_2024-12-05_14-01-30,s3://aind-private-data-prod-o5171v/multiplane-ophys_749011_2024-12-05_14-01-30,False,0,False,0
multiplane-ophys_749011_2024-12-13_13-43-05,s3://aind-private-data-prod-o5171v/multiplane-ophys_749011_2024-12-13_13-43-05,False,0,False,0
multiplane-ophys_749011_2024-12-17_11-55-57,s3://aind-private-data-prod-o5171v/multiplane-ophys_749011_2024-12-17_11-55-57,False,0,False,0
multiplane-ophys_749011_2024-12-19_15-29-08,s3://aind-private-data-prod-o5171v/multiplane-ophys_749011_2024-12-19_15-29-08,True,4,False,0
multiplane-ophys_738332_2024-07-31_10-52-24,s3://aind-private-data-prod-o5171v/multiplane-ophys_738332_2024-07-31_10-52-24,False,0,False,0
multiplane-ophys_738332_2024-08-06_11-42-02,s3://aind-private-data-prod-o5171v/multiplane-ophys_738332_2024-08-06_11-42-02,True,1,False,0
multiplane-ophys_738332_2024-08-07_12-02-47,,False,0,False,0
multiplane-ophys_738332_2024-08-09_11-28-16,s3://aind-private-data-prod-o5171v/multiplane-ophys_738332_2024-08-09_11-28-16,False,0,False,0
multiplane-ophys_731328_2024-09-05_09-32-55,s3://aind-private-data-prod-o5171v/multiplane-ophys_731328_2024-09-05_09-32-55,False,0,False,0
multiplane-ophys_731328_2024-09-06_09-21-09,s3://aind-private-data-prod-o5171v/multiplane-ophys_731328_2024-09-06_09-21-09,False,0,False,0
multiplane-ophys_731328_2024-09-09_09-23-36,s3://aind-private-data-prod-o5171v/multiplane-ophys_731328_2024-09-09_09-23-36,False,0,False,0
multiplane-ophys_731328_2024-09-10_09-54-34,s3://aind-private-data-prod-o5171v/multiplane-ophys_731328_2024-09-10_09-54-34,False,0,False,0
multiplane-ophys_717824_2024-03-20_10-47-45,s3://aind-private-data-prod-o5171v/multiplane-ophys_717824_2024-03-20_10-47-45,True,1,False,0
multiplane-ophys_717824_2024-04-24_09-20-18,s3://aind-private-data-prod-o5171v/multiplane-ophys_717824_2024-04-24_09-20-18,False,0,False,0
multiplane-ophys_717824_2024-04-25_09-18-21,s3://aind-private-data-prod-o5171v/multiplane-ophys_717824_2024-04-25_09-18-21,False,0,False,0
multiplane-ophys_717824_2024-04-26_09-12-08,s3://aind-private-data-prod-o5171v/multiplane-ophys_717824_2024-04-26_09-12-08,False,0,False,0
multiplane-ophys_717824_2024-04-30_09-20-03,s3://aind-private-data-prod-o5171v/multiplane-ophys_717824_2024-04-30_09-20-03,True,1,False,0
multiplane-ophys_729417_2024-05-22_09-25-41,s3://aind-private-data-prod-o5171v/multiplane-ophys_729417_2024-05-22_09-25-41,True,1,False,0
